Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CLDN18,5245.432485,-2.776745632,0.532335265,-5.216159468,1.83E-07,6.86E-06
EXOC7,226.2139032,-1.313382766,0.251829167,-5.215371927,1.83E-07,6.88E-06
IGFBP4,1994.283006,1.346941143,0.258424686,5.212122582,1.87E-07,6.99E-06
EIF5AL1,28.36206677,2.994586595,0.574560201,5.21196315,1.87E-07,6.99E-06
KCNIP1-AS1,7.602392598,-4.445865507,0.853238784,-5.210575974,1.88E-07,7.03E-06
C1S,2824.105358,1.312221738,0.251952963,5.208201248,1.91E-07,7.11E-06
ANKRD24,12.2172197,-3.117989431,0.598984754,-5.205457081,1.94E-07,7.21E-06
TYRO3P,14.64992263,-3.717495346,0.714560321,-5.20249339,1.97E-07,7.31E-06
PCYOX1,3485.555498,-1.205130253,0.231656363,-5.202232474,1.97E-07,7.31E-06
SCN1A-AS1,179.3161875,-3.01819796,0.58022427,-5.201778203,1.97E-07,7.32E-06
HSPA5,3957.398206,1.44281813,0.27749025,5.199527298,2.00E-07,7.38E-06
MT-ATP8,59133.98345,1.555749527,0.29921882,5.19937057,2.00E-07,7.38E-06
NGEF,134.6140554,-5.070432815,0.975226574,-5.199235694,2.00E-07,7.38E-06
ZNF267,2730.520095,1.162115524,0.22363371,5.196513183,2.03E-07,7.48E-06
RAD52,212.2572387,-1.315716125,0.253236428,-5.195603707,2.04E-07,7.50E-06
PLPPR1,8.210438309,-5.514000587,1.061427847,-5.194889697,2.05E-07,7.51E-06
FLRT3,2166.00676,-1.831265897,0.35265107,-5.192855072,2.07E-07,7.57E-06
CEMIP,1238.935087,2.426039133,0.467249052,5.192175617,2.08E-07,7.58E-06
FGF7,6852.060316,2.061190963,0.397252489,5.188616863,2.12E-07,7.71E-06
PIPOX,26.05380321,-3.897039092,0.751315242,-5.186955984,2.14E-07,7.77E-06
PSMA2,655.6977542,1.180238881,0.227567801,5.186317559,2.14E-07,7.78E-06
LHFPL3-AS2,115.4762645,-3.610794708,0.696473885,-5.184393533,2.17E-07,7.85E-06
STAU2-AS1,23.22878766,-3.533417176,0.681941898,-5.181405024,2.20E-07,7.95E-06
CALU,5179.74149,1.289360876,0.2488813,5.180625763,2.21E-07,7.98E-06
MAGEE2,26.24356028,-5.280846702,1.020744991,-5.173522036,2.30E-07,8.27E-06
GK-AS1,149.8613603,1.94366585,0.375731771,5.17301437,2.30E-07,8.28E-06
FKBP10,276.3350097,1.762527919,0.340746244,5.172552738,2.31E-07,8.29E-06
HNRNPDLP2,17.23452638,-3.667513284,0.709325207,-5.170425705,2.34E-07,8.36E-06
ZBTB20-AS2,123.877282,-1.50600509,0.291616544,-5.164333506,2.41E-07,8.61E-06
SNORA79B,3664.953275,2.078928306,0.40263608,5.163293631,2.43E-07,8.64E-06
RPL10P9,23.77306991,1.57720239,0.305531107,5.162166328,2.44E-07,8.66E-06
CLSPN,90.36825991,2.477837529,0.480357455,5.15832013,2.49E-07,8.83E-06
RALGPS2,1422.812883,1.312061222,0.254401099,5.157451076,2.50E-07,8.85E-06
HMGB1P44,22.6331818,6.480326835,1.256543356,5.15726481,2.51E-07,8.85E-06
NPM3,66.89326287,4.027411757,0.781497852,5.153452112,2.56E-07,8.99E-06
VLDLR,354.3963208,-1.518284475,0.294623435,-5.153305181,2.56E-07,8.99E-06
CCDC9B,110.1606487,-1.775314244,0.344502873,-5.15326398,2.56E-07,8.99E-06
GARS1,746.6342213,1.388084872,0.269565189,5.149347657,2.61E-07,9.16E-06
COA6,508.8897396,1.443414958,0.280432507,5.147102861,2.65E-07,9.25E-06
RPL6P12,10.35393403,-2.928849907,0.569085773,-5.146587818,2.65E-07,9.26E-06
CYP4A22,36.35504376,-3.596454511,0.699183293,-5.143793547,2.69E-07,9.39E-06
POMP,805.4307895,1.253590579,0.243729516,5.143367943,2.70E-07,9.40E-06
SNAPC1,397.7002514,1.705092396,0.331574277,5.142414573,2.71E-07,9.43E-06
TMED3,352.9991828,1.780690762,0.346358835,5.141173209,2.73E-07,9.48E-06
LMCD1,4034.214727,-1.989687199,0.387163623,-5.139137769,2.76E-07,9.57E-06
CCL7,42.79714579,7.812858313,1.5203514,5.138850342,2.76E-07,9.57E-06
PBOV1,249.7001851,-2.601115178,0.506196395,-5.138549397,2.77E-07,9.57E-06
LINC01352,29.43202374,-4.274914947,0.832123705,-5.137355084,2.79E-07,9.62E-06
PTPRVP,14.69688444,-6.365599063,1.240843879,-5.130056385,2.90E-07,9.97E-06
SHF,33.68102472,-2.152306007,0.419548252,-5.130055955,2.90E-07,9.97E-06
TNXB,59.2603715,-2.45057972,0.478424074,-5.122191493,3.02E-07,1.04E-05
GPX8,960.7969548,1.500275143,0.292993785,5.120501594,3.05E-07,1.05E-05
DENND2B,433.878952,-1.035144975,0.202293491,-5.117045391,3.10E-07,1.06E-05
ALDH1B1,210.3696353,1.497804463,0.292746336,5.116390133,3.11E-07,1.06E-05
