Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RPL12P18,2.821765051,-3.95977817,0.900081652,-4.399354394,1.09E-05,0.0002257
COX7A2P1,6.988708383,-3.786453059,0.860699066,-4.399276368,1.09E-05,0.0002257
MADD,360.3043975,-1.298418506,0.295229722,-4.397993866,1.09E-05,0.000226851
SYTL5,55.25971465,-2.64611704,0.601841775,-4.396698847,1.10E-05,0.00022802
WASF1P1,2.53502738,-4.461193428,1.014923158,-4.395597236,1.10E-05,0.00022887
HAL,10.32377583,-2.329375872,0.529941713,-4.395532213,1.11E-05,0.00022887
PPIAP70,3.035417919,-4.738050296,1.077991208,-4.395258756,1.11E-05,0.00022897
OCEL1,44.55329472,-1.406606114,0.320108332,-4.394156524,1.11E-05,0.000229946
LINC02753,4.027166307,-4.136696974,0.941934853,-4.391701785,1.12E-05,0.000232367
TMC4,157.0622169,-2.783825276,0.634190817,-4.389570463,1.14E-05,0.000234463
VIM,11914.29265,1.260284954,0.287255526,4.387330583,1.15E-05,0.000236696
BVES,1659.40803,1.627645162,0.371123651,4.385722004,1.16E-05,0.000237996
ZNF280C,513.5215276,1.386568045,0.316155738,4.3857121,1.16E-05,0.000237996
BNIP3P24,4.667304401,-3.277982194,0.747560739,-4.384904157,1.16E-05,0.000238568
HNRNPA1P9,38.76121265,-3.006067625,0.685613972,-4.384490028,1.16E-05,0.000238632
CCDC22,18.59894934,-2.705413213,0.61721216,-4.383279182,1.17E-05,0.000239767
WWC2-AS2,5.459293445,-3.190284246,0.728624859,-4.378500414,1.19E-05,0.000244885
ZNF497,3.695392676,-3.990664613,0.911483411,-4.378208716,1.20E-05,0.000245013
CCDC150,42.55399594,-2.599324811,0.593838451,-4.377158143,1.20E-05,0.000245997
IKZF3,737.2289565,-1.631998751,0.372882753,-4.376707522,1.20E-05,0.000246305
GSDMD,147.6588927,-1.742106992,0.398059655,-4.376497264,1.21E-05,0.000246343
LDHD,65.56250484,-3.293597492,0.75276365,-4.375340774,1.21E-05,0.000247253
PDCD4-AS1,6.855824585,-3.980067324,0.909659144,-4.375339216,1.21E-05,0.000247253
TRPM2,30.52433925,-2.77651697,0.634760795,-4.374115402,1.22E-05,0.000248442
MIR378E,9.580996127,-3.42237714,0.782559528,-4.373312211,1.22E-05,0.000248956
OR56B1,9.651478798,-4.216696258,0.964656279,-4.371190392,1.24E-05,0.000251184
FTH1P24,8.564325184,-2.708830289,0.619790833,-4.370555591,1.24E-05,0.000251713
RAB3C,429.3180945,1.994213223,0.456315716,4.370248828,1.24E-05,0.000251863
RHBDL3,3.129605288,-3.756423554,0.859755711,-4.36917546,1.25E-05,0.000252783
DBT,1436.944543,1.026389958,0.234920194,4.369100583,1.25E-05,0.000252783
CHRNB2,4.848074578,-3.614162727,0.827257466,-4.368848727,1.25E-05,0.000252871
GPR55,10.48338202,-3.381762375,0.774515451,-4.366294267,1.26E-05,0.000255565
HDHD3,153.1915904,-1.824991942,0.417983403,-4.366182788,1.26E-05,0.000255565
HMGA1P2,1.764208207,-3.957143957,0.906687871,-4.364394939,1.27E-05,0.000257457
CYP51A1P3,10.78193709,-2.273255367,0.520903847,-4.36405947,1.28E-05,0.000257548
DLG1-AS1,2.408006818,-4.417680873,1.012308614,-4.363966492,1.28E-05,0.000257548
FZD6,797.6275103,1.222578562,0.280253331,4.362405103,1.29E-05,0.000258979
RAB17,69.25608968,-3.352729666,0.768621283,-4.362004723,1.29E-05,0.000259246
LINC02097,8.468472213,-3.470522443,0.795735563,-4.361401709,1.29E-05,0.000259754
CENPM,33.08300783,-2.8755371,0.659414625,-4.360742073,1.30E-05,0.00026033
KCNS2,23.19998046,-2.641113227,0.605756359,-4.360025589,1.30E-05,0.000260976
ZBTB46,30.65262164,-1.703539393,0.390814743,-4.358943522,1.31E-05,0.000262061
SLC25A11,118.6135886,-1.16785036,0.267965602,-4.35820998,1.31E-05,0.000262731
RUVBL2,132.4563697,-1.563573798,0.358807019,-4.357701264,1.31E-05,0.000263133
ADCY6,211.5951712,-1.785157698,0.409778198,-4.356399891,1.32E-05,0.000264491
BEX4,632.0231258,1.624437406,0.372965501,4.355462907,1.33E-05,0.000265414
PTOV1,227.0635299,-1.120245783,0.257282055,-4.354154367,1.34E-05,0.000266158
LINC00940,5.450572883,-3.350375394,0.77015398,-4.350266935,1.36E-05,0.000270707
OSBPL1A,1709.167108,1.134371411,0.260984764,4.346504338,1.38E-05,0.000274521
MTCO2P12,627.2281777,2.697463521,0.620956203,4.344047954,1.40E-05,0.000276955
ENO3,13.49309676,-1.898012916,0.437074297,-4.342540682,1.41E-05,0.000278404
UBC,6469.386033,1.204112049,0.277285877,4.342493256,1.41E-05,0.000278404
DM1-AS,9.995508051,-3.21736839,0.740921952,-4.342385026,1.41E-05,0.000278404
USP14,1829.932124,1.099938937,0.253330377,4.341914903,1.41E-05,0.000278781
SEMA3F-AS1,10.76661713,-2.469855308,0.568927938,-4.341244543,1.42E-05,0.000279414
LEPR,1204.613321,1.742163852,0.401347408,4.340787607,1.42E-05,0.000279777
NPRL3,68.4376422,-1.299707866,0.299637514,-4.337600618,1.44E-05,0.000283419
PTPRF,1291.150799,-1.329161306,0.306513305,-4.336390247,1.45E-05,0.000284761
LINC02292,4.392170799,-3.641769403,0.839916794,-4.335869253,1.45E-05,0.000285214
IQANK1,28.29008805,-2.86272841,0.660305431,-4.335460946,1.45E-05,0.000285354
STC1,1093.805569,3.096440199,0.714219598,4.33541758,1.45E-05,0.000285354
FUT8,748.9916697,-1.069910017,0.246843564,-4.334364638,1.46E-05,0.0002865
GAL3ST1,12.60217894,-3.029891927,0.699111074,-4.333920656,1.46E-05,0.000286856
DPRXP2,6.023242758,-3.200306217,0.738628521,-4.332768267,1.47E-05,0.000287914
LAMA4-AS1,45.06777945,-2.818847494,0.650655617,-4.332318694,1.48E-05,0.00028815
FBXO24,2.594237465,-4.133168484,0.954048448,-4.332241713,1.48E-05,0.00028815
CALCRL,2179.127969,2.415048634,0.557480776,4.33207518,1.48E-05,0.00028815
TMPRSS9,10.20422119,-3.536314665,0.816420955,-4.331484444,1.48E-05,0.000288364
POMK,71.41761272,-1.978225586,0.456717309,-4.331400508,1.48E-05,0.000288364
ZNF568,377.9833074,1.424158615,0.328814588,4.33119048,1.48E-05,0.000288416
KLF9,4472.1846,1.530437688,0.353368037,4.331002038,1.48E-05,0.00028844
AXL,1701.93325,1.383577838,0.319555764,4.329691383,1.49E-05,0.000289938
TMED7,3428.663805,1.035971673,0.239282612,4.329489984,1.49E-05,0.00028998
D2HGDH,92.09263853,-1.74703161,0.40359698,-4.32865382,1.50E-05,0.000290858
RPS15AP1,127.6609632,1.541084068,0.356037141,4.328436254,1.50E-05,0.000290922
STEAP2,3946.879822,1.570529272,0.362869926,4.32807781,1.50E-05,0.000291171
RPL7AP22,6.290735144,-3.04414307,0.703415022,-4.327662864,1.51E-05,0.000291496
RPS3AP6,30.12889157,1.294409744,0.299217879,4.325977276,1.52E-05,0.000293509
ADCY4,98.87700256,-1.534470519,0.354769133,-4.325265009,1.52E-05,0.000294233
ATP5MC2P3,5.213379252,-2.990600094,0.691976005,-4.321826299,1.55E-05,0.000298171
JADE3,415.3613949,1.855729948,0.42941881,4.32149199,1.55E-05,0.000298394
TECTB,6.865107189,-3.615011189,0.836666604,-4.320730829,1.56E-05,0.000299197
KRTAP13-2,7.087836687,-5.625140858,1.301993194,-4.320407268,1.56E-05,0.000299407
CAPN1,185.0631498,-1.385428446,0.320723721,-4.319694356,1.56E-05,0.000300146
MIR4463,2.911128381,-4.681264492,1.084541405,-4.316353873,1.59E-05,0.00030449
NEAT1,137628.7751,1.358539642,0.314793349,4.31565548,1.59E-05,0.000305222
HDHD5-AS1,2.733673101,-4.59046804,1.063734758,-4.315425445,1.59E-05,0.000305307
ETFB,260.6031923,-1.53467634,0.355687045,-4.314681575,1.60E-05,0.000305785
PALLD,31028.51653,1.508382125,0.349621767,4.314325558,1.60E-05,0.000305785
PLPP3,2121.834283,1.038121002,0.240621985,4.314323165,1.60E-05,0.000305785
AADACP1,47.63231557,-3.318359477,0.769153157,-4.314302617,1.60E-05,0.000305785
GRIK1-AS1,6.496700759,-3.305487429,0.766335498,-4.313368543,1.61E-05,0.000306761
LINC02294,5.889014599,-3.570049381,0.827812637,-4.312629721,1.61E-05,0.000307555
ARRDC1-AS1,31.12672554,-2.227624258,0.516582451,-4.312233708,1.62E-05,0.000307798
ABCB1,717.5857464,-2.128955209,0.493728156,-4.311998788,1.62E-05,0.000307798
GAS6-AS1,100.7541898,-1.912039826,0.443514338,-4.311111647,1.62E-05,0.000308739
MAPK8IP3,93.7725687,-1.722689768,0.399863331,-4.308196418,1.65E-05,0.000312466
NAP1L1P1,7.654542645,1.606041607,0.37279374,4.308123863,1.65E-05,0.000312466
SNRPGP12,2.788949302,-4.612749579,1.071193152,-4.306179113,1.66E-05,0.000314986
IMPA1P1,3.41207382,-3.880351676,0.901181055,-4.305851366,1.66E-05,0.000315216
MYH7B,15.46928984,-2.066344279,0.479989239,-4.304980426,1.67E-05,0.000315983
PAX8,22.57513463,-3.314526934,0.770239509,-4.303241908,1.68E-05,0.000318092
C4orf48,18.69036558,-2.243759337,0.521465832,-4.302792626,1.69E-05,0.000318402
RYR1,25.07999903,-2.795400577,0.64979625,-4.301964776,1.69E-05,0.000319354
UBE2CP3,8.364747811,-2.827053146,0.657210835,-4.30159242,1.70E-05,0.000319599
ZEB1,15764.42573,1.610968378,0.374516344,4.301463481,1.70E-05,0.000319599
REC114,12.87395901,-2.661835111,0.618860375,-4.301188473,1.70E-05,0.000319756
SERTM2,637.464976,3.616756965,0.841154874,4.299751541,1.71E-05,0.000321596
PCBP3,113.2033989,2.00560238,0.466659976,4.297781004,1.73E-05,0.000324225
IGLV3-9,11.31211701,-3.62266971,0.842988318,-4.297413895,1.73E-05,0.00032452
KRT27,2.612450813,-4.189070634,0.974927492,-4.296802244,1.73E-05,0.000325174
ALX4,10.72082217,-2.988140973,0.695504791,-4.296362887,1.74E-05,0.000325576
IGBP1P1,10.67568256,-3.302539545,0.768891919,-4.295193466,1.75E-05,0.000326949
EPHA1,31.2381488,-2.533281265,0.589840931,-4.294854992,1.75E-05,0.000326949
RNA5SP22,1.964978462,-3.737998999,0.870360827,-4.294769346,1.75E-05,0.000326949
CCAT2,3.318129273,-4.508462816,1.049869774,-4.29430671,1.75E-05,0.000327388
MEP1B,36.61922792,-2.396127387,0.558075718,-4.293552488,1.76E-05,0.000328053
LINC02691,3.191209159,-4.479405458,1.04329264,-4.293527327,1.76E-05,0.000328053
TMEM259,142.5898395,-1.175793413,0.273867125,-4.29329885,1.76E-05,0.000328148
AK4,1382.450399,1.644131127,0.383060561,4.292091888,1.77E-05,0.000329693
RASSF3,3488.429874,1.692605029,0.394391868,4.291683387,1.77E-05,0.000330055
CDKN2B-AS1,542.4609899,-1.85542646,0.432361899,-4.291373647,1.78E-05,0.000330272
CUBN,67.82097314,-1.759859938,0.410111436,-4.291174992,1.78E-05,0.000330323
JPT1,291.2068348,-1.506852296,0.351191253,-4.290688574,1.78E-05,0.000330804
ZFP1,506.376021,1.466509221,0.341833853,4.29012284,1.79E-05,0.000331171
GAPDHP49,11.59626501,-2.862047094,0.667126056,-4.290114389,1.79E-05,0.000331171
EGOT,39.74208696,-2.008362342,0.468378436,-4.287905224,1.80E-05,0.000334235
RPS20P14,101.4770966,1.025634154,0.239213388,4.287528239,1.81E-05,0.000334556
MIR320B2,2.937801708,-3.656510112,0.852908132,-4.28710898,1.81E-05,0.000334942
IGFBP7,24900.65589,1.120542493,0.261442195,4.286004761,1.82E-05,0.000336362
MMP25,11.34986751,-3.013582967,0.703365289,-4.284520455,1.83E-05,0.00033784
ADH1B,9639.753014,1.886761477,0.440380653,4.284387755,1.83E-05,0.00033784
NAT9,123.7315077,-1.6464275,0.384286252,-4.284377831,1.83E-05,0.00033784
ST6GALNAC3,357.1441183,2.404513812,0.561356775,4.2833968,1.84E-05,0.000339085
USP35,35.95922772,-2.266482496,0.529307198,-4.28197936,1.85E-05,0.000340754
TCL1A,5.602687613,-4.93668391,1.153047312,-4.281423545,1.86E-05,0.000341311
SPINK5,272.2597828,-3.919265637,0.915440052,-4.281291416,1.86E-05,0.000341311
ANKRD42,500.1718351,1.606535275,0.375329825,4.28032937,1.87E-05,0.000342349
PPP1R37,26.2504699,-1.775530428,0.41481538,-4.280290736,1.87E-05,0.000342349
RNU5A-1,25.00573667,3.078094242,0.719160592,4.280120848,1.87E-05,0.000342361
LGALS9B,17.21675566,-3.494389771,0.816696095,-4.278690434,1.88E-05,0.000344317
NAPSB,6.53887736,-3.320459335,0.776185319,-4.277920817,1.89E-05,0.000345008
WNK4,124.702659,-2.440324883,0.570869684,-4.274749476,1.91E-05,0.000349447
RN7SL792P,2.641223361,-4.530323299,1.059939708,-4.274133014,1.92E-05,0.000349967
WASH2P,5.142189009,-2.417134389,0.565531236,-4.274095282,1.92E-05,0.000349967
ELF3-AS1,144.9418172,-2.006017761,0.469379913,-4.273761416,1.92E-05,0.000350238
PCNT,636.2540973,-1.222044842,0.285986985,-4.273078525,1.93E-05,0.000351058
SAMD8,1062.425265,1.042661033,0.244058271,4.272180696,1.94E-05,0.000351573
ASH1L-AS1,8.338284252,-2.768128524,0.647945629,-4.272161739,1.94E-05,0.000351573
PRKCZ,30.42359684,-2.749297888,0.643538883,-4.27215505,1.94E-05,0.000351573
OR2B11,4.561757313,-4.281572333,1.002249576,-4.271962231,1.94E-05,0.000351573
FTLP6,3.428537419,-3.544526846,0.829794482,-4.271571964,1.94E-05,0.000351911
POLG,149.8777141,-1.150596462,0.269422039,-4.270610027,1.95E-05,0.000353041
FCHSD1,42.68392621,-2.035244157,0.476578189,-4.270535668,1.95E-05,0.000353041
UBE2F-SCLY,2.438968611,-4.090507257,0.958111379,-4.269344197,1.96E-05,0.000354677
ACKR1,342.7100856,2.179039902,0.510652688,4.26716622,1.98E-05,0.000357642
COL9A1,31.18548369,-2.919744061,0.684373935,-4.266299331,1.99E-05,0.000358777
COX6CP18,2.716081195,-4.571559203,1.072157145,-4.263889137,2.01E-05,0.000362411
CRIP3,3.122992837,-3.75114392,0.880000768,-4.262659824,2.02E-05,0.000363889
RN7SKP260,2.024617009,4.509075527,1.058220739,4.260997126,2.04E-05,0.000366345
RDM1P5,4.813296884,-2.671875324,0.627102304,-4.260668965,2.04E-05,0.000366621
RN7SL329P,4.877961581,-3.810858981,0.894674779,-4.259490787,2.05E-05,0.000368295
RNU7-45P,7.290108851,-2.229221576,0.523469561,-4.258550532,2.06E-05,0.000369584
DUSP28,81.24293509,-1.852002757,0.434931626,-4.258146909,2.06E-05,0.000369987
NAMPT,7261.502338,1.882525104,0.44219839,4.257195748,2.07E-05,0.0003713
ABCC13,194.8293419,-3.875323121,0.910339646,-4.257007964,2.07E-05,0.000371347
IGHD,15.21127794,-3.849090499,0.904530051,-4.255348395,2.09E-05,0.00037374
NKG7,20.61532169,-2.397682959,0.563697388,-4.253493118,2.10E-05,0.000376422
BTNL8,83.4895597,-3.183360704,0.748633698,-4.252227376,2.12E-05,0.000378288
GFOD1,833.7329211,1.668486599,0.392524086,4.250660429,2.13E-05,0.000380404
DPPA2P4,3.363836754,-3.800398995,0.894570124,-4.248296355,2.15E-05,0.000384167
SLC6A19,20.05189742,-3.528908134,0.830738033,-4.24791931,2.16E-05,0.000384542
ERO1A,4970.700543,1.392596434,0.327927645,4.246657628,2.17E-05,0.000386439
CREBRF,2271.246753,1.130083838,0.266176016,4.245626088,2.18E-05,0.000387947
NSA2P6,17.58338357,-1.771575974,0.417432761,-4.243979247,2.20E-05,0.00039053
MAST3,129.714791,-1.837902301,0.433114078,-4.243460087,2.20E-05,0.000391159
IGFL4,3.907233019,-3.797693997,0.895331045,-4.241664599,2.22E-05,0.000393745
ARHGAP29-AS1,6.18954611,-3.145041362,0.74153829,-4.241239333,2.22E-05,0.000394214
PIM2,373.90096,-2.787254482,0.657270288,-4.240651881,2.23E-05,0.000394414
DNAH1,192.4509278,-1.85079082,0.436674254,-4.238378615,2.25E-05,0.000397868
CDC25C,16.1801269,-2.487929252,0.587124995,-4.237478007,2.26E-05,0.000399187
FAM222A,23.50463173,-2.886250119,0.681165863,-4.237220737,2.26E-05,0.000399364
CHST5,47.81563265,-3.194009907,0.754105916,-4.235492441,2.28E-05,0.000402166
SHD,17.87880699,-3.115369789,0.735634409,-4.234942995,2.29E-05,0.000402869
BTF3L4P1,5.69282334,-3.985148044,0.941105089,-4.234540957,2.29E-05,0.000403025
CNGA4,3.60083941,-4.648462952,1.098058657,-4.233346664,2.30E-05,0.00040489
LINC00668,105.7595068,-2.664446559,0.629456464,-4.232932242,2.31E-05,0.000405353
AOX1,953.8947371,2.537492123,0.599594374,4.232014561,2.32E-05,0.000406444
KCTD21-AS1,17.93774582,-2.183221077,0.515957678,-4.231395658,2.32E-05,0.000406996
SI,1492.573515,-3.337944279,0.789069742,-4.230227191,2.33E-05,0.000408831
OR52I2,242.5700429,4.224030555,0.998632043,4.229816762,2.34E-05,0.000409293
LINC01123,8.274530281,-2.842921211,0.672238126,-4.229038937,2.35E-05,0.000410164
RPS13P5,4.671661775,-2.809820813,0.664413217,-4.229026063,2.35E-05,0.000410164
CDH19,4023.302248,1.68356078,0.398265107,4.227236453,2.37E-05,0.000413044
CCNB2P1,7.131889577,-2.615920951,0.61883958,-4.227139046,2.37E-05,0.000413044
FIBCD1,5.154166198,-3.111986471,0.736349598,-4.226235035,2.38E-05,0.000414131
DDR2,5685.177307,1.380992232,0.326852338,4.225125753,2.39E-05,0.000415888
MSN,3121.340122,1.334737865,0.315920908,4.224911459,2.39E-05,0.000415996
GRIN1,4.055575637,-4.187725054,0.991279325,-4.224566123,2.39E-05,0.000416347
PSMD8P1,2.567390894,-3.795879227,0.898592771,-4.224248567,2.40E-05,0.000416646
PID1,1607.874753,1.215777748,0.288008695,4.221323077,2.43E-05,0.000421509
LSM3P2,3.787836555,-4.389030537,1.040812211,-4.216928367,2.48E-05,0.000428918
STEAP1B,17.37840092,-2.85212565,0.676382942,-4.216732083,2.48E-05,0.000428996
NPAS2-AS1,5.252678289,-2.987761896,0.708577711,-4.216562064,2.48E-05,0.000429024
PGLS,53.59244762,-2.00819504,0.476286282,-4.216361285,2.48E-05,0.000429111
WNT4,47.54854656,-2.900386923,0.688432673,-4.213029154,2.52E-05,0.000434896
IL21R,12.32764768,-3.191402643,0.757574435,-4.212658845,2.52E-05,0.000435312
SLC10A4,75.63479328,3.725207319,0.884455996,4.211862814,2.53E-05,0.00043655
NNT-AS1,803.1416667,1.155193978,0.274322697,4.211076924,2.54E-05,0.000437771
LEAP2,66.24631232,-2.73097605,0.648845543,-4.208977127,2.57E-05,0.000441384
CDK5RAP3,181.550777,-1.50214746,0.356896928,-4.208911146,2.57E-05,0.000441384
PRKAA2,1659.537887,1.450576149,0.344843109,4.206481474,2.59E-05,0.000445849
BNIP3P1,12.5242993,3.15309073,0.750047711,4.203853547,2.62E-05,0.000450445
HRNR,25.9580191,-2.157430569,0.513350564,-4.202645758,2.64E-05,0.000452547
USP17L7,6.558369617,2.911730715,0.692916495,4.202137971,2.64E-05,0.000453254
SCML2P2,4.288608324,-3.185426367,0.758191353,-4.201348848,2.65E-05,0.000454528
RGCC,385.7037659,1.883916776,0.448588198,4.199657473,2.67E-05,0.000457314
RNU7-113P,1.707421153,-3.922690163,0.934086948,-4.199491462,2.68E-05,0.000457338
CYP3A4,22.38888004,-2.610303828,0.622113264,-4.195865894,2.72E-05,0.000464401
RNU6-1061P,3.984924888,-5.13648411,1.225062204,-4.192835346,2.75E-05,0.000470013
TELO2,34.55502279,-2.650181143,0.6321304,-4.192459566,2.76E-05,0.000470473
DDR1,15.12087552,-3.067543644,0.731716033,-4.192259712,2.76E-05,0.000470569
TMEM132A,9.581732129,-2.820747273,0.67315545,-4.190335639,2.79E-05,0.000474257
PCNX1,3595.861369,1.346018158,0.321262924,4.189771231,2.79E-05,0.00047498
TIGAR,387.9628296,1.96406777,0.468786754,4.189682735,2.79E-05,0.00047498
RPL37P23,30.59821672,1.199603711,0.286394076,4.188647078,2.81E-05,0.000476831
ETV1,1170.779027,1.591039043,0.379889989,4.188157333,2.81E-05,0.000477538
CYP2C19,11.24057495,-3.680642088,0.879108079,-4.186791334,2.83E-05,0.000480096
SMIM2-AS1,117.6666744,-2.554117545,0.610152931,-4.186028476,2.84E-05,0.000481387
VSTM5,27.23619901,-2.708876486,0.647390463,-4.184300881,2.86E-05,0.000484736
RNA5-8SP6,4.727162798,4.233092031,1.011951024,4.183099706,2.88E-05,0.000486734
GGT7,36.74532936,-1.726177334,0.412658962,-4.183060326,2.88E-05,0.000486734
DBIL5P2,2.34742432,-3.67415094,0.878421424,-4.182674557,2.88E-05,0.000487233
DENND2D,364.782898,-1.692378679,0.404677245,-4.182045566,2.89E-05,0.000488255
TMEM79,8.388537943,-3.190843556,0.763566319,-4.178868917,2.93E-05,0.000493938
ACSS1,178.5276971,-2.05344379,0.491510679,-4.177821314,2.94E-05,0.000495413
RPL21P119,11.81279805,1.794998509,0.429711209,4.17722059,2.95E-05,0.000496391
C17orf78,20.61845106,-3.165185752,0.758140543,-4.174932712,2.98E-05,0.000500511
MIR302D,10.26292567,-2.666016195,0.638584557,-4.1748836,2.98E-05,0.000500511
SPATA21,3.162048615,-4.098788543,0.981925348,-4.174236411,2.99E-05,0.000501445
KCNK10,20.9283651,-2.417523888,0.579164833,-4.174155177,2.99E-05,0.000501445
FCRL6,17.35369069,-3.076622246,0.737157502,-4.17362943,3.00E-05,0.00050227
AWAT1,4.334524197,-3.576341315,0.856927665,-4.173445978,3.00E-05,0.00050234
LINC00526,19.49056591,-2.69918455,0.646906493,-4.172449309,3.01E-05,0.000504208
RPS29P14,86.48207634,-2.067368101,0.495557427,-4.171803285,3.02E-05,0.000505304
LINC01735,4.964641859,-3.512502743,0.842212037,-4.170568204,3.04E-05,0.000507713
CCR6,2.110925539,-4.204603724,1.008696379,-4.168354138,3.07E-05,0.000510888
RNA5SP210,2.101460974,-3.842014224,0.921768439,-4.168090447,3.07E-05,0.000510888
SLC24A5,5.762432467,-3.488014405,0.837024775,-4.167157899,3.08E-05,0.000512304
HEATR9,5.193649741,-2.583388241,0.620110033,-4.166015875,3.10E-05,0.000514536
TPCN1,476.1746001,-1.155677896,0.277451218,-4.16533726,3.11E-05,0.000515729
NIPA2P1,3.034455692,-4.401532529,1.057170758,-4.163501966,3.13E-05,0.00051917
ASL,215.5326062,-1.625265884,0.390372633,-4.163370453,3.14E-05,0.00051917
STYX,1567.692855,1.298303798,0.311839709,4.163369058,3.14E-05,0.00051917
PLIN2,1583.191415,2.374715279,0.570464441,4.162775292,3.14E-05,0.00052018
LINC02361,2.19130428,-3.562109474,0.855746434,-4.162575888,3.15E-05,0.000520293
BOLA3P3,10.83833244,-3.152564632,0.757488292,-4.161865821,3.16E-05,0.000521229
LINC01277,7.108731711,-2.152601691,0.517246018,-4.16165928,3.16E-05,0.000521278
GOLGA7B,8.541711988,-2.846767421,0.684065019,-4.161545087,3.16E-05,0.000521278
LINC01754,2.251745676,-3.956553983,0.950930903,-4.160716588,3.17E-05,0.00052283
FASLG,7.211450621,-3.399476594,0.817119781,-4.160316114,3.18E-05,0.000523405
KPNA2P2,32.01217624,2.641599069,0.634976205,4.160154428,3.18E-05,0.000523433
GOLGA8R,3.598092771,-3.12621264,0.751644762,-4.15916241,3.19E-05,0.00052521
SUMO2,922.6843526,1.218415115,0.292952918,4.159081679,3.20E-05,0.00052521
MTND6P22,58.2934111,2.070003203,0.497811235,4.158209092,3.21E-05,0.000526532
YWHAG,1679.524846,1.159504661,0.278865576,4.157934,3.21E-05,0.000526581
CAVIN2,2975.396951,1.659891187,0.399214804,4.157889862,3.21E-05,0.000526581
RASL10A,2.985276635,-4.371771318,1.051595708,-4.157273833,3.22E-05,0.000527659
GSTM2,180.6345263,-1.510745648,0.363416031,-4.157069364,3.22E-05,0.000527787
PEA15,1257.908557,1.255024099,0.302094726,4.15440586,3.26E-05,0.000533625
UBOX5-AS1,8.07469953,-2.269921496,0.546571573,-4.153017846,3.28E-05,0.000536525
TAS2R38,2.806236719,-4.622567911,1.113470721,-4.151494803,3.30E-05,0.000539096
TAS2R5,16.60179903,-2.843870747,0.685299837,-4.149819676,3.33E-05,0.000542666
C1orf61,16.32765352,-2.433198834,0.586392229,-4.149439084,3.33E-05,0.000542947
IGKJ3,18.33014018,-3.084686402,0.744172227,-4.145124329,3.40E-05,0.000552831
DQX1,60.56850752,-3.21150652,0.774872016,-4.144563814,3.40E-05,0.000553827
TIMP3,6960.603778,1.56648459,0.378047708,4.14361615,3.42E-05,0.000555763
RHBDF2,41.96941329,-2.084027221,0.503043246,-4.142839081,3.43E-05,0.00055729
CRYAB,2817.775728,1.725430584,0.416503699,4.14265369,3.43E-05,0.000557381
LINC01303,7.008139289,-3.318342831,0.801146787,-4.141991059,3.44E-05,0.000558633
TRAIP,13.77641257,-2.654462753,0.641019459,-4.141001828,3.46E-05,0.000560687
MIXL1,19.79900261,-3.121038946,0.753758098,-4.140637366,3.46E-05,0.000561217
LMNTD1,7.195863007,-3.607450334,0.871808906,-4.137891122,3.51E-05,0.000567244
ADGRL4,1236.76872,2.184975452,0.52821431,4.13653211,3.53E-05,0.000570246
STAC3,6.980311204,-2.980307955,0.720610269,-4.135811105,3.54E-05,0.000571672
PNO1,680.2366482,1.364684947,0.330257071,4.132189938,3.59E-05,0.000579639
ADGRF3,4.208595585,-3.194691542,0.773180382,-4.131883859,3.60E-05,0.00058004
PAQR8,1191.241327,-1.556681326,0.376793779,-4.131388077,3.61E-05,0.000580549
MIR4644,8.860595899,-2.577933927,0.624091351,-4.130699652,3.62E-05,0.000581918
MRPL54,30.18753459,-1.968602129,0.476697996,-4.129663112,3.63E-05,0.000583831
PPIAP37,2.509214222,-4.107255696,0.994576888,-4.129651258,3.63E-05,0.000583831
SLC47A2,7.033567261,-2.314667908,0.560545019,-4.129316704,3.64E-05,0.000584308
TRBV7-7,3.020122138,-4.724886755,1.144514889,-4.128287715,3.65E-05,0.000586554
SNORD89,23.85876751,1.373053148,0.332702101,4.126974686,3.68E-05,0.000589536
SMC5-AS1,161.1257639,-1.818566669,0.44068471,-4.126684286,3.68E-05,0.000589905
NPAS4,15.75347777,-3.713817011,0.900449554,-4.124403189,3.72E-05,0.000595402
RRP15,1142.352957,1.220789389,0.296029909,4.123871781,3.73E-05,0.000596398
RASGRP4,18.28163091,-2.0554437,0.49851251,-4.123153701,3.74E-05,0.000597501
MTFR2,30.3842527,-2.825212623,0.685278337,-4.122722796,3.74E-05,0.00059824
RSL24D1,1264.171104,1.120407329,0.271788058,4.122356731,3.75E-05,0.000598812
PDSS1,227.2123879,-1.509224784,0.366151885,-4.121854474,3.76E-05,0.000599739
UBQLN3,4.194422121,-4.541367149,1.101862846,-4.121535784,3.76E-05,0.000599808
TRMT2A,43.29704467,-1.718217794,0.416979701,-4.120626954,3.78E-05,0.000601798
NAA80,12.18778185,-2.432041699,0.590300655,-4.120005085,3.79E-05,0.000603043
TMEM47,3594.860324,1.323223258,0.321294489,4.118412555,3.81E-05,0.000606841
ATP5ME,441.7048709,-1.361717693,0.330678908,-4.117945421,3.82E-05,0.000607688
RNF217-AS1,506.3512402,2.057908297,0.499839126,4.11714128,3.84E-05,0.000609427
LINC02801,2.78908538,-4.257812063,1.034454045,-4.115999238,3.86E-05,0.00061168
GNA11,622.256975,-1.117199155,0.271448718,-4.115691397,3.86E-05,0.000612111
RASSF7,118.7411384,-2.606107659,0.633320847,-4.114987958,3.87E-05,0.000613594
