Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RN7SL125P,2.138051218,-4.227310678,1.306183749,-3.236382846,0.001210549,0.008766465
ITGAD,2.473899818,-3.411642217,1.054200735,-3.236235856,0.001211173,0.008768458
KRTAP5-AS1,26.17149555,-2.211355849,0.683515027,-3.235270276,0.001215276,0.00879058
LINC02204,5.901570664,-2.978013335,0.92070504,-3.234492269,0.001218592,0.008812032
KLHL7-DT,15.33860327,3.066732779,0.948386896,3.233630485,0.001222275,0.008833586
CHST2,34.79982403,-1.940713401,0.60034451,-3.23266619,0.001226408,0.008860911
TSPAN9,109.3435696,1.649205652,0.510323549,3.231686357,0.00123062,0.008886245
LINC00626,4.07648034,-3.536213722,1.094261554,-3.231598249,0.001231,0.008886377
HEXD-IT1,31.43555047,-2.361742437,0.730960422,-3.231012741,0.001233524,0.008899553
TMEM44-AS1,26.15087559,-2.211788455,0.684716813,-3.230223667,0.001236934,0.008916484
TPGS1,5.263494291,-2.060869098,0.638121018,-3.229589747,0.00123968,0.008929706
RN7SKP152,2.148046816,3.935942768,1.218754987,3.229478289,0.001240163,0.008929706
LINC00273,23.01452456,2.256841811,0.698826741,3.2294726,0.001240188,0.008929706
DENND1A,309.687186,-1.158357051,0.358747089,-3.228896027,0.001242691,0.008945169
RNU6-378P,30.49422079,2.428910035,0.752268742,3.228779688,0.001243196,0.008946249
TEDDM1,7.355595776,-2.559529286,0.792753047,-3.228659033,0.001243721,0.00894719
EIF1P3,2.640155585,2.393911017,0.741473497,3.228586088,0.001244038,0.00894719
MIR181B2,2.027140769,-4.150517721,1.285605476,-3.228453672,0.001244614,0.008948776
COL4A2-AS1,3.615065598,-2.918697081,0.904151104,-3.228107634,0.001246121,0.008957049
HAVCR1,167.1411268,-3.179852541,0.985205617,-3.227602935,0.001248321,0.008970303
CCNYL2,2.53535653,-3.411746818,1.057430484,-3.226450219,0.00125336,0.009001373
SNORA50A,30.21190465,1.27925392,0.396617136,3.22541263,0.001257912,0.009028911
TCF3P1,1.751004093,-3.947882866,1.224155629,-3.224984448,0.001259795,0.009039847
SULT1C2,150.2450807,-2.268224933,0.703446767,-3.224444324,0.001262174,0.009054335
LINC01224,176.54572,-1.559295722,0.483605787,-3.224311542,0.001262759,0.009055104
LINC02599,5.578610976,-3.412209637,1.058293384,-3.224256798,0.001263001,0.009055104
LMBR1,1488.56888,1.134549672,0.351904144,3.22403044,0.001264,0.009058713
LINC02474,2.543639161,-4.48670336,1.391806839,-3.223653767,0.001265663,0.009066444
ASCL1,2.032639478,-4.159527948,1.290863215,-3.222284049,0.00127173,0.009104718
FARP1,2166.554109,1.010097047,0.313499652,3.222003731,0.001272975,0.009108492
MYOT,97.86042584,1.365877322,0.423941015,3.22185699,0.001273627,0.009108492
ZNF99,43.93398476,1.891435033,0.587064405,3.22185269,0.001273646,0.009108492
SLC17A9,123.3070232,-1.670115005,0.518373134,-3.221839436,0.001273705,0.009108492
RUSC1-AS1,143.7786521,-1.155969029,0.358909779,-3.220778858,0.001278428,0.009139667
NAA40,134.7164857,-1.20208114,0.373238744,-3.220676198,0.001278886,0.009139692
CPHL1P,4.011696875,-2.89720795,0.89961564,-3.220495311,0.001279693,0.009140923
KIF2C,25.12515605,-1.89932151,0.589812288,-3.22021353,0.001280951,0.009146004
LINC02535,100.8867024,-3.274611707,1.01690542,-3.220173326,0.001281131,0.009146004
SUSD5,258.1352562,2.056520492,0.638682326,3.2199427,0.001282162,0.009150769
GRIA3,71.05405802,-2.109476331,0.655157846,-3.219798624,0.001282807,0.009152773
RAPGEFL1,347.4160617,-1.714453427,0.532520014,-3.219509847,0.0012841,0.0091594
CCR3,4.734976794,-3.798427746,1.180020296,-3.218951197,0.001286604,0.009164275
LINC01931,10.9825216,-2.209944521,0.686594351,-3.218704782,0.00128771,0.009169558
C8G,1.381869872,-3.585604297,1.114170624,-3.218182404,0.001290058,0.009183677
OAZ3,11.47870139,-2.034433162,0.632243225,-3.217801442,0.001291772,0.009193282
GUCY2GP,2.589273657,-3.790207987,1.177952513,-3.217623753,0.001292573,0.009196378
RN7SKP28,2.21583665,2.524296851,0.784646323,3.217114228,0.00129487,0.009210122
NFIA-AS2,2.817848206,-2.611392156,0.811790182,-3.216831411,0.001296147,0.0092166
FOXA2,54.96681862,-2.835059486,0.881420885,-3.216465068,0.001297803,0.009225769
TDRD9,22.41761239,2.635635848,0.81982856,3.214862199,0.001305072,0.009272198
DHRS4L2,49.30701835,-1.673998303,0.520746729,-3.214611268,0.001306213,0.009275473
ARC,10.52537889,-2.798294022,0.870504463,-3.214565967,0.001306419,0.009275473
MTND4LP1,12.50840295,1.598652698,0.497324762,3.214504529,0.001306699,0.009275473
ADGRE3,14.18356527,-3.436737208,1.069156874,-3.214436808,0.001307007,0.009275473
MTCYBP33,3.487039359,-3.195734526,0.994602465,-3.213077222,0.00131321,0.00931424
SLC1A1,553.5914916,-1.462558926,0.45525052,-3.212646359,0.001315181,0.009324991
PTPN23,138.955374,-1.498422093,0.466422694,-3.212584016,0.001315467,0.009324991
SORBS1,15929.29784,1.282349527,0.399262341,3.211796847,0.001319076,0.009343326
PAX9,33.20211988,2.108029871,0.656385736,3.211571727,0.00132011,0.009345257
KDM4D,6.768130993,-2.121079591,0.660452315,-3.211555996,0.001320182,0.009345257
MTATP6P19,321.3847347,1.03548287,0.322545819,3.210343492,0.001325764,0.009376858
PCDHB7,67.44364812,1.724100422,0.537059876,3.210257366,0.001326162,0.009377033
QRSL1P1,2.184203682,-3.580222711,1.115365333,-3.209910337,0.001327764,0.009383088
ACADS,68.62963365,-1.931839045,0.602017744,-3.208940376,0.001332251,0.009409515
CCDC28A-AS1,10.87879739,-1.641098341,0.511428926,-3.20884928,0.001332673,0.009409855
ITCH-IT1,64.46920857,1.892680339,0.589848966,3.208754186,0.001333114,0.009410327
PRKAR2A-AS1,11.20285708,-1.740354544,0.542437901,-3.208394067,0.001334785,0.009419478
DCHS2,372.9675655,1.273425103,0.396951357,3.208012977,0.001336555,0.009429324
H2AC16,180.6059262,-1.77027124,0.55190404,-3.207570722,0.001338611,0.009441187
GUCY1A1,2203.141565,1.269061722,0.395738498,3.206818972,0.001342114,0.00946324
GARNL3,102.2322688,-1.372958386,0.428311502,-3.205513697,0.001348216,0.009500942
RNU6-195P,9.228959428,-2.167517132,0.67629486,-3.204988326,0.00135068,0.009512973
SLAMF7,1066.553834,-2.155417463,0.672720791,-3.204029802,0.001355184,0.009542031
FAM118A,600.185967,-1.589678179,0.496233732,-3.203486739,0.001357743,0.009557371
GLDC,30.31504268,-2.232413506,0.696977839,-3.202990657,0.001360084,0.009571172
PITPNM2-AS1,5.829688515,-1.964469378,0.613441252,-3.202375728,0.001362991,0.009588881
IGHV4-34,85.31167319,-2.221292284,0.693655877,-3.202297216,0.001363363,0.009588881
RNU7-181P,3.220301365,-2.544525962,0.794676941,-3.201962747,0.001364946,0.00959734
RNU6-1095P,1.626631051,-3.477277881,1.086043457,-3.201785214,0.001365788,0.009600574
SLC25A48,17.280093,-2.815337558,0.879325961,-3.201699577,0.001366194,0.009600746
FANK1-AS1,2.654917955,-4.540263347,1.418177909,-3.201476568,0.001367252,0.009605498
LINC00680,34.93164745,-1.533143277,0.478916202,-3.201276699,0.001368201,0.009609482
MAP4K3,2675.529131,1.097644932,0.342895887,3.201102652,0.001369028,0.00960953
VASH1-AS1,2.17671164,-2.609973891,0.815353356,-3.201034093,0.001369353,0.00960953
TM6SF2,11.16954904,-2.520886878,0.787866924,-3.199635372,0.001376016,0.009650998
MRPL2,44.32069683,-1.110343046,0.34702206,-3.199632455,0.001376029,0.009650998
LRRC2,188.6605994,1.826141342,0.570838608,3.199050165,0.001378812,0.009664632
SNHG3,1027.55332,1.29803946,0.405831184,3.198471463,0.001381582,0.009678652
AGXT,2.677117419,-2.783382897,0.87024062,-3.19840609,0.001381895,0.009678652
YRDCP2,1.998585103,-2.7243893,0.851846797,-3.198215114,0.001382811,0.009680395
FAM230I,1.264608382,-3.473496173,1.086080612,-3.198193704,0.001382914,0.009680395
ISG15,24.2702408,-1.964762006,0.614379182,-3.197963188,0.001384019,0.009685442
SNTG1,7.930101155,3.206975797,1.002949405,3.197544941,0.001386028,0.009696802
RCN3,77.87468958,-1.22668859,0.383653236,-3.197388876,0.001386778,0.009699354
MYLK,24355.76779,1.325412216,0.414547611,3.197249677,0.001387448,0.009700508
CRTAM,15.95674011,-2.133811889,0.667418107,-3.197114173,0.0013881,0.009700508
EIF4EBP3,16.29951265,-1.288557325,0.40317271,-3.196043019,0.001393263,0.00973389
VWA8-AS1,4.670307544,-3.008136185,0.941401461,-3.195380834,0.001396464,0.00975084
IGHV4-61,31.16308114,-2.177682524,0.681591086,-3.194998541,0.001398315,0.00975948
HM13-IT1,4.606467135,-2.994880386,0.93737499,-3.194965109,0.001398477,0.00975948
ZNF587P1,9.977552625,-2.365102023,0.740329457,-3.194661513,0.001399949,0.009764336
LINC01964,1.728690743,-3.937741729,1.232773015,-3.194214734,0.001402118,0.009775285
NAPA-AS1,7.198812611,-1.990459654,0.623152378,-3.194178058,0.001402296,0.009775285
ECI1,270.0741182,-1.053258281,0.329787989,-3.193743609,0.001404408,0.009787296
MGAM2,1497.881868,-2.699647095,0.845340347,-3.193562338,0.00140529,0.009790731
SNORD13P1,1.506389559,-3.351791574,1.050017003,-3.192130759,0.001412274,0.009829441
NEURL1,78.50990387,-2.534672076,0.794044522,-3.192103221,0.001412408,0.009829441
NECAP1P2,3.162913094,-2.720122787,0.852176501,-3.191971127,0.001413055,0.009831219
CDX2,233.5100889,-2.264833674,0.709645169,-3.191501577,0.001415353,0.009841771
SLC3A2,409.8961936,1.087020435,0.340640964,3.191103093,0.001417307,0.009852633
TNKS2-AS1,1.44839101,-3.311995986,1.038260746,-3.189946262,0.001422993,0.009886766
PCAT7,51.86190276,-2.162847448,0.678304994,-3.18860611,0.001429605,0.009929897
RPS26P20,5.25197501,-2.039906711,0.640084252,-3.186934694,0.001437892,0.009980262
RPS6KA2-AS1,1.604956872,-3.814383906,1.196893338,-3.186903784,0.001438046,0.009980262
LINC02018,83.05882053,-1.677259781,0.526434986,-3.186072021,0.001442187,0.010003482
MIR302C,1.240629742,-3.452070925,1.083963928,-3.184673251,0.001449175,0.010046418
ELK2AP,1.583134201,-3.799995675,1.193277228,-3.18450364,0.001450025,0.010049539
KCNK5,57.23254387,-2.04482357,0.642147392,-3.184352371,0.001450783,0.010052024
UBE2E2,339.7516883,1.40795482,0.442166312,3.184220018,0.001451446,0.010053854
ACBD4,40.61111888,-1.719059162,0.539908223,-3.183984038,0.00145263,0.010059284
KMT5C,12.08465356,-1.652378955,0.519137545,-3.182930942,0.001457924,0.010084841
ARHGAP15-AS1,70.92671786,-2.450829058,0.770083695,-3.182548955,0.001459848,0.010092605
EML2-AS1,1.398198327,-3.246555509,1.020167279,-3.182375653,0.001460722,0.010095873
ISL1,41.10477106,-3.333953618,1.048340167,-3.180221195,0.001471627,0.010162867
PTGIS,2405.804892,1.933164234,0.608017642,3.179454178,0.001475527,0.010184212
SMIM35,13.40577531,-2.693700263,0.847279058,-3.179236214,0.001476637,0.010189079
RN7SKP272,1.501901165,-3.721286406,1.170738828,-3.178579472,0.001479986,0.010207429
SLC12A3,1.532386292,-3.755104467,1.181416536,-3.178476305,0.001480513,0.010207429
UBE2CP2,4.413064436,-3.401947824,1.070684584,-3.177357623,0.001486236,0.010244081
MT-TP,3417.001588,1.196907587,0.376719467,3.177185393,0.001487119,0.010245102
AIFM3,174.0885651,-1.951882413,0.614346246,-3.177169919,0.001487199,0.010245102
SNAI1,12.45592044,-2.31825639,0.72976983,-3.176695299,0.001489635,0.010259073
NUGGC,66.39720312,-1.556427929,0.490061797,-3.175982988,0.001493297,0.010278671
IGHVII-78-1,1.916865778,-3.358062557,1.057592421,-3.175195367,0.001497357,0.010300978
RNU2-59P,621.5157382,2.299269125,0.724239409,3.174736276,0.001499727,0.010305264
METTL5,1140.705277,1.319414014,0.41560336,3.174695252,0.001499939,0.010305264
C17orf113,13.17466373,-2.307536627,0.726856842,-3.174678275,0.001500027,0.010305264
MT-RNR1,1535520.679,1.577370001,0.496883017,3.174529912,0.001500794,0.01030772
B9D1,129.6397159,-1.120157064,0.352929671,-3.173881812,0.001504149,0.010322763
PLCH1,305.1427101,-1.416574868,0.446324288,-3.173869106,0.001504215,0.010322763
ATF7,1691.029182,1.146300497,0.361183556,3.173733902,0.001504916,0.010324757
TPM4,9375.803084,1.07018417,0.337230237,3.173452589,0.001506375,0.010331951
HSP90B2P,44.99475118,-1.076003695,0.33908696,-3.173238201,0.001507488,0.010336766
MICA,8.739096192,-2.088336056,0.658220515,-3.172699738,0.001510286,0.010351429
DPYSL4,2.339765519,-3.995896368,1.259482205,-3.17265012,0.001510544,0.010351429
LINC00528,3.671445936,-3.039217136,0.957961063,-3.172589424,0.00151086,0.010351429
GEMIN7-AS1,25.7034264,-2.128514659,0.670984542,-3.172226073,0.001512752,0.010358556
MYCBPAP,14.30036035,-1.891788051,0.596388469,-3.172073488,0.001513547,0.010358556
PPIL1,247.5592888,1.299319774,0.409648598,3.17179109,0.001515019,0.010365814
VDR,411.1541361,-1.766448608,0.556953235,-3.171628243,0.001515869,0.010366871
ZNF213-AS1,163.3197704,-1.047578535,0.330307544,-3.171524699,0.00151641,0.010366871
DHRS1,140.8859027,-1.651042996,0.520600066,-3.171422949,0.001516941,0.010367686
GMIP,82.10322881,-1.466297835,0.462373068,-3.171244039,0.001517876,0.010371258
MB,9.203245002,-2.920873138,0.921094158,-3.171090722,0.001518677,0.010372051
MACROD2-AS1,19.13745751,-2.140764074,0.67509328,-3.171064114,0.001518816,0.010372051
FAM186B,26.75836629,-2.674265999,0.843404548,-3.170798646,0.001520205,0.010378718
TFEB,46.17212634,-1.361690263,0.42954304,-3.170090393,0.001523915,0.010401228
LINC01170,2.202245751,-2.80177254,0.883925774,-3.169692097,0.001526006,0.010409848
NPAP1P6,1.874241144,-4.047824702,1.277174408,-3.169359388,0.001527754,0.01041413
SOWAHD,2.494304339,-3.154510404,0.99532207,-3.169336339,0.001527875,0.01041413
EFHD1,228.3005945,2.295376409,0.724409367,3.168617794,0.001531657,0.010437081
RN7SL396P,27.07989425,1.742061216,0.549911984,3.167890982,0.001535491,0.010460376
ACKR3,514.5410157,1.678888032,0.530095329,3.167143609,0.001539443,0.010484459
LINC01832,6.729558739,-2.530214909,0.798932433,-3.16699486,0.00154023,0.010486985
METRN,34.98833366,-1.956562459,0.617877635,-3.166585663,0.001542399,0.010498911
SVOPL,5.441109127,-2.348121123,0.741682709,-3.16593753,0.00154584,0.010519486
URGCP,437.8509157,-1.031627095,0.325869132,-3.165771143,0.001546724,0.01052266
PTPRZ1,792.3669703,1.398140173,0.441699281,3.165366647,0.001548876,0.010528761
UST,325.7213582,1.334108004,0.421556466,3.164719587,0.001552325,0.010546505
ZSCAN9,92.91831379,-1.412314674,0.446291172,-3.164558841,0.001553183,0.010549484
RNU7-84P,2.694215318,-3.249230075,1.026876192,-3.164188732,0.001555159,0.01055665
ATG9B,8.96366349,-2.049050855,0.647581974,-3.164156718,0.00155533,0.01055665
KIAA0895L,105.4610953,-1.204379678,0.380635854,-3.164125673,0.001555496,0.01055665
BRSK1,11.55802875,-1.528326228,0.483196694,-3.162948438,0.0015618,0.010593718
SPATA31C1,4.224753198,-3.82385436,1.209114455,-3.162524727,0.001564075,0.010606288
PRC1-AS1,32.82121554,-1.413246112,0.446885884,-3.162431756,0.001564574,0.010606817
GADD45A,1294.970734,1.785603885,0.564789351,3.161539574,0.001569375,0.010633635
TM4SF1,1144.043263,1.42187587,0.449761536,3.161399445,0.00157013,0.010635889
TECPR1,89.65686309,-1.157068565,0.366038689,-3.16105537,0.001571986,0.010643709
IGLV3-10,26.79366281,-2.361233762,0.746982725,-3.161028606,0.001572131,0.010643709
IGHV3-73,21.16049527,-2.199529655,0.695950127,-3.160470225,0.001575147,0.010660831
MSR1,626.3653366,1.389935885,0.439796946,3.160403677,0.001575507,0.010660831
C1GALT1P2,2.565066017,-3.46668382,1.096950967,-3.160290592,0.001576119,0.010662103
CXCL3,115.3519097,-2.440062437,0.772157011,-3.160059941,0.001577367,0.01066768
RMRP,12731.3356,1.196071767,0.378561514,3.159517603,0.001580306,0.010682062
ST6GALNAC4,16.54463493,-2.198831173,0.695940387,-3.159510804,0.001580342,0.010682062
CLDN8,310.4771249,-3.316524596,1.04988128,-3.158952026,0.001583376,0.01069969
LINC01374,1.767028347,-3.577948015,1.133004861,-3.157928213,0.001588947,0.010727329
RFNG,39.67234708,-1.203040252,0.380964874,-3.157877101,0.001589225,0.010727329
KCTD9P1,10.80180695,-2.08533427,0.660360789,-3.15787113,0.001589258,0.010727329
NDUFA3P1,2.169386007,-3.559641628,1.127250478,-3.157808933,0.001589597,0.010727329
C1orf159,13.83942381,-2.101220935,0.665853211,-3.155681914,0.001601234,0.010800067
ALOX12B,12.16087783,-2.451418666,0.776914259,-3.155327164,0.001603182,0.010810311
CBR3,107.1685386,-1.940693821,0.615103245,-3.155070042,0.001604596,0.010814307
RPL34P21,10.40957096,-2.068670265,0.655666859,-3.155063029,0.001604634,0.010814307
CBX5P1,81.73809485,1.550250353,0.491376279,3.15491492,0.001605449,0.010816902
CRYBA2,1.503108567,-3.357421262,1.064315643,-3.154535296,0.001607539,0.010828085
STAB2,57.86395796,-1.811380168,0.574241722,-3.154386209,0.001608361,0.01083072
LINC00595,12.84140607,-1.695992014,0.537694548,-3.154192319,0.00160943,0.010835019
RUNX1T1,1682.202678,1.261776471,0.400161918,3.15316479,0.001615106,0.010870325
OR5BK1P,4.723359658,-2.730686465,0.866181093,-3.15255838,0.001618465,0.010890016
RNU6-948P,1.895325801,-2.990425783,0.948682173,-3.152189287,0.001620512,0.010900877
SYT1,776.8895993,1.610451002,0.511019475,3.151447412,0.001624634,0.010922767
LINC01213,1.61441655,-3.45087167,1.095161863,-3.151015194,0.00162704,0.010936022
FOXP1-AS1,37.49891315,-1.989955657,0.631599869,-3.150658756,0.001629027,0.010946452
NMNAT3,166.4036201,-1.294126255,0.410836173,-3.14998128,0.001632809,0.010966011
RPSAP69,6.600694162,-2.916401566,0.92610178,-3.149115605,0.001637654,0.010995614
ARMCX1,371.8441343,1.353787712,0.430020019,3.14819695,0.00164281,0.011026762
MTCO3P2,6.456508827,-2.337514266,0.742508115,-3.148132957,0.001643169,0.011026762
FCRL3,91.62887827,-3.112156357,0.988807769,-3.147382591,0.001647393,0.011049209
IL22RA2,3.77534671,-4.715213929,1.498293854,-3.14705551,0.001649236,0.01105513
MKNK1-AS1,6.720422292,-1.892049318,0.601221493,-3.147008779,0.0016495,0.01105513
RNF139-AS1,73.79813792,-2.125869002,0.675540774,-3.14691442,0.001650032,0.01105513
DRAIC,71.35834097,-2.472623359,0.785795432,-3.146650209,0.001651524,0.011062178
ZNF732,69.64738713,2.363601203,0.751206804,3.14640548,0.001652907,0.011068494
CADM2-AS1,8.615226955,-2.410598511,0.766265114,-3.145906641,0.001655728,0.011084439
YBX1P8,1.977526261,-4.127804176,1.312227938,-3.145645705,0.001657206,0.011091382
MIEF2,27.68745985,-2.438576162,0.77533329,-3.145197291,0.001659749,0.011102492
FCN1,40.70024331,-2.56275942,0.814982758,-3.144556611,0.001663387,0.011123875
SBK1,9.120464787,-2.000598471,0.636519599,-3.143027289,0.001672103,0.011176218
MAGI1-IT1,137.0114803,-1.333739812,0.424382766,-3.142775623,0.001673541,0.01118286
LAMTOR2,127.5091458,-1.321305849,0.420462432,-3.142506317,0.001675081,0.011190181
FBXL8,14.27885264,-2.051520008,0.652857275,-3.14237137,0.001675853,0.011192369
TCP10L,7.454434008,-2.505307645,0.797309248,-3.142203169,0.001676816,0.01119583
LMO3,2114.208905,1.242846861,0.395706549,3.140829648,0.0016847,0.011245484
C1orf229,1.556801602,-3.0509321,0.971406419,-3.140737018,0.001685233,0.011246058
INHCAP,5.210532852,-2.772165811,0.882738414,-3.140415969,0.001687081,0.011255406
PGD,742.1613686,1.171809626,0.373281231,3.139213896,0.001694017,0.011289711
CYYR1,480.0739177,1.888744425,0.601718383,3.138917605,0.001695731,0.01129814
CHAF1A,79.37635841,-1.499359171,0.477747198,-3.138394488,0.001698761,0.01131485
FOXN1,2.24052945,-4.291169335,1.367355472,-3.138298286,0.001699319,0.01131485
STK16,34.66148193,-1.574265811,0.501638181,-3.138249578,0.001699601,0.01131485
SLC22A5,689.3663077,-1.134814746,0.361665296,-3.13774852,0.001702509,0.011328301
PLN,14120.06798,1.34563337,0.429154134,3.135547966,0.001715334,0.011407604
RN7SKP50,1.788139956,-2.894874222,0.923309041,-3.135325327,0.001716636,0.01141325
LINC01447,1.424505802,-3.642880653,1.162004376,-3.134997362,0.001718557,0.011419983
EEF1A1P32,38.41380639,-1.961897988,0.626007755,-3.13398352,0.001724505,0.011456067
SFTPD,1.851817799,-3.267087058,1.042493214,-3.133916859,0.001724897,0.011456067
AAMP,94.25949199,-1.219610818,0.389187065,-3.133739345,0.001725941,0.011459975
SLC28A2,534.0312648,-2.926377041,0.933953999,-3.133320317,0.001728407,0.011470507
CCDC116,1.465346998,-3.693516733,1.178788859,-3.133314931,0.001728439,0.011470507
LINC01065,1.415119647,-3.644630264,1.163638914,-3.132097268,0.001735624,0.011515151
UBA52P8,3.42038187,-2.889705717,0.922720337,-3.131724319,0.00173783,0.011526749
MIR4295,8.780594198,-2.853278269,0.911118098,-3.131622865,0.00173843,0.011527694
RPL21P24,1.361664334,3.892129339,1.242916458,3.131448871,0.001739461,0.011528899
RN7SL5P,20.381318,1.52077214,0.48564666,3.131437455,0.001739528,0.011528899
RNU6-998P,3.499249052,-2.257229304,0.721231188,-3.129688983,0.001749915,0.011585531
GDPD3,46.39194807,-1.778005835,0.568143937,-3.129498915,0.001751047,0.011589432
NME3,96.72096414,-1.320918969,0.422094963,-3.129435521,0.001751425,0.011589432
C9orf153,31.7648717,1.635505511,0.522669026,3.129141825,0.001753177,0.011597973
MIR3682,2.56661387,-2.596584512,0.829908254,-3.128760918,0.001755451,0.011609966
PTS,364.4436099,1.448496735,0.462975147,3.128670609,0.00175599,0.011610483
NWD1,13.07700967,-2.094021912,0.669376879,-3.128315267,0.001758115,0.011621477
FSTL3,229.5902504,1.872101609,0.598565084,3.127649203,0.001762104,0.011644784
BTBD3,1626.804669,1.234415711,0.394782448,3.12682521,0.001767049,0.011674403
RPS6KB2,29.09398882,-1.427492152,0.456561267,-3.126616852,0.001768302,0.011679077
YIF1A,72.80774925,-1.112002269,0.355663956,-3.126553171,0.001768685,0.011679077
MTCO3P11,53.54192712,-1.405662651,0.449679842,-3.125918751,0.001772505,0.011697743
ADGRF4,6.162921322,-2.951223878,0.944134177,-3.125852183,0.001772906,0.011697743
SLAMF8,4.7187175,-2.722446669,0.871096862,-3.125308776,0.001776185,0.011716304
POLA2,70.90460038,-1.445720788,0.462625289,-3.125036231,0.001777832,0.011721268
CCT8P1,40.72065958,-1.280669207,0.40981021,-3.125030012,0.001777869,0.011721268
MNX1-AS1,5.299172903,-3.180046074,1.0176509,-3.124888973,0.001778722,0.011723817
CCDC154,2.409729708,-3.02719604,0.968775946,-3.124763834,0.001779479,0.011725734
RPS3AP20,88.84388235,1.519252055,0.48624766,3.124440855,0.001781433,0.011735542
TMEM138,371.024537,1.376981459,0.44075701,3.124128325,0.001783327,0.01174494
LINC00402,35.05725644,-2.768383777,0.886167481,-3.123996125,0.001784128,0.011747144
COMMD3,138.0697505,-1.214013578,0.388620912,-3.123901832,0.0017847,0.011747835
IGSF9,68.53217287,-2.52276051,0.807640866,-3.123616718,0.00178643,0.011753075
LINC01780,1.340225162,-3.553792334,1.137936799,-3.123013807,0.001790094,0.011774099
THBD,472.4894313,1.280059469,0.410004108,3.122064982,0.001795873,0.011802858
IGHV3-19,2.373801582,-2.884158497,0.92429923,-3.120373148,0.001806221,0.011861572
INA,370.7055992,1.623531182,0.520544842,3.118907442,0.00181523,0.011914517
CERS1,2.770615828,-2.325459671,0.745762986,-3.118228867,0.001819415,0.011935758
ZFP36L1,12677.24616,1.225891672,0.393172122,3.117951663,0.001821127,0.011940764
MTND5P21,1.601498424,-3.456557085,1.10874467,-3.117541108,0.001823665,0.011948582
CTBP1-AS,32.87670874,-1.66744925,0.534862561,-3.11752845,0.001823743,0.011948582
RNU6-1143P,8.091998407,-1.526261323,0.489600349,-3.117361593,0.001824776,0.011952236
LINC01137,14.36181083,-1.773565978,0.568970017,-3.117151912,0.001826074,0.011957628
BBS1,19.93438189,-1.2776037,0.409955266,-3.116446609,0.001830448,0.011981771
TSR1,572.8019538,1.313416855,0.421510017,3.115980173,0.001833346,0.011994602
TMEM141,187.7939367,-1.812808565,0.581798313,-3.115871128,0.001834024,0.011994602
RN7SL864P,1.327686905,-3.546928015,1.138349749,-3.115850834,0.00183415,0.011994602
PRSS35,1.99929756,-3.047812217,0.978189899,-3.115767418,0.001834669,0.011994602
TOE1,70.54394087,-1.996761756,0.640869959,-3.115705033,0.001835057,0.011994602
CXCR5,1.430633179,-3.645531614,1.17008523,-3.115612027,0.001835636,0.011995269
LINC02603,1.65526456,-3.52112867,1.130215232,-3.115449668,0.001836647,0.011998759
LINC01088,205.7113064,1.675623046,0.537968152,3.114725361,0.001841163,0.012022017
VPS33B,51.52060108,-1.863384037,0.598281512,-3.114560618,0.001842191,0.012025613
GAPDHP2,3.617914999,-2.969961603,0.953725257,-3.11406412,0.001845294,0.012041313
LINC00457,3.582283064,-3.337770605,1.07185904,-3.11400145,0.001845686,0.012041313
SCARNA18B,1.479258543,-3.353334314,1.077033336,-3.113491664,0.001848877,0.012053626
CD163L1,181.851579,-2.458467264,0.789658896,-3.113328141,0.001849902,0.012057184
RN7SKP8,6.33232418,1.484274296,0.476846173,3.112689964,0.001853907,0.012077648
BOLL,10.21666716,-2.468088614,0.792915661,-3.11267482,0.001854002,0.012077648
AIDAP2,26.49480551,-2.187167184,0.702685043,-3.112585371,0.001854564,0.012078182
CEBPA-DT,18.94064131,-2.324682258,0.74718834,-3.111240009,0.001863034,0.01213021
LINGO4,3.087499416,-3.477125642,1.118121411,-3.109792558,0.001872188,0.012180353
OR52U1P,4.183973048,-3.179415976,1.022471276,-3.109540629,0.001873785,0.012187594
SEMA6A-AS1,535.7399845,-1.135929887,0.365353555,-3.109125039,0.001876423,0.012201597
DLX1,3.420082749,-2.822852377,0.908018634,-3.108804458,0.00187846,0.012211688
TCEAL6,10.41937272,2.759089519,0.887617872,3.108420421,0.001880903,0.012221772
HNF1B,415.9965623,-1.957218604,0.629653074,-3.108407923,0.001880982,0.012221772
NLRP6,5.800860705,-4.243950752,1.365361184,-3.108298964,0.001881676,0.012223123
NTS,11.75223706,-2.831178796,0.910902797,-3.108101989,0.001882931,0.012227646
RSPH1,28.48075995,-2.20189668,0.708462067,-3.107995166,0.001883611,0.012227646
PDZPH1P,6.557409273,-2.978166373,0.95823805,-3.10796088,0.00188383,0.012227646
MTMR8,56.22729366,-1.707334126,0.549390101,-3.107690003,0.001885557,0.012235702
LINC01509,3.01885434,-4.393418192,1.413803497,-3.107516853,0.001886662,0.012239715
CD5,21.89254901,-2.173621306,0.699696822,-3.106518764,0.001893043,0.012268459
DNER,94.22423653,1.764920278,0.568193945,3.106193394,0.001895127,0.012278805
PIK3R6,32.14336547,-2.858802191,0.920484404,-3.105758423,0.001897917,0.012293715
RN7SKP194,2.177842863,3.652761773,1.176206121,3.105545624,0.001899283,0.012296234
GPR146,2.386375928,-3.319124555,1.06899299,-3.10490769,0.001903384,0.012316447
RPL31P58,20.67025042,-1.8031019,0.580775714,-3.104644108,0.001905081,0.012324258
